Participant: 22
MachineID: BL-POLS-IELbC13
Start Time: Mon, Oct 03, 2011 13:10:33
Seed: 55510
Sub	TrType	Trial	A1	A2	B1	B2	Decoy1	Decoy2	resp	choice	RT
22	Fill3	1	58	54	55	52	61	36	1	1	20918
22	Fill4	2	45	63	42	61	46	48	2	1	11060
22	Fill3	3	55	55	52	54	47	57	2	1	18404
22	Fill4	4	44	65	42	62	34	67	2	1	17282
22	Fill2	5	68	46	66	44	71	31	3	1	21346
22	SimB2	6	75	34	55	54	53	56	2	1	12161
22	Fill1	7	73	36	70	36	62	39	2	1	10548
22	Fill5	8	35	77	34	74	38	60	1	1	12100
22	SimA1	9	35	75	54	56	33	77	1	2	13268
22	Fill2	10	68	44	65	42	70	30	1	1	8690
22	Fill3	11	54	55	53	52	45	58	1	1	7875
22	Fill1	12	76	36	74	34	67	38	2	1	8516
22	Fill5	13	34	74	31	73	36	59	1	1	10753
22	Fill1	14	77	34	76	30	78	21	1	1	10755
22	Fill5	15	36	75	34	72	39	58	1	1	14258
22	Fill4	16	43	66	41	65	46	51	2	2	6996
22	SimA2	17	33	75	53	55	55	53	3	1	15585
22	SimA1	18	34	77	55	56	32	79	3	2	8403
22	Fill5	19	36	76	33	76	39	60	2	1	7123
22	SimB2	20	76	35	55	56	53	58	2	3	11699
22	SimA2	21	36	74	55	55	57	53	2	2	7971
22	Fill3	22	53	56	52	52	55	39	3	1	8771
22	Fill4	23	49	64	47	62	40	65	2	3	8930
22	Fill3	24	56	55	54	53	48	57	2	1	10371
22	SimB1	25	73	37	54	56	75	35	3	2	6272
22	Fill3	26	54	56	52	53	55	43	3	1	8096
22	Fill1	27	75	34	72	34	64	37	3	1	11807
22	Fill5	28	34	77	32	76	24	80	3	3	4398
22	Fill4	29	46	65	44	63	49	49	1	1	5086
22	SimA1	30	36	73	55	54	34	75	1	3	14306
22	SimA1	31	36	76	56	56	35	77	2	2	9518
22	Fill5	32	34	74	31	73	35	61	1	1	8881
22	SimB2	33	74	36	55	55	54	56	1	2	4782
22	Fill3	34	55	54	53	51	45	57	3	3	3600
22	Fill4	35	46	66	44	64	35	69	1	3	5250
22	SimA1	36	34	75	54	55	33	76	3	1	5136
22	Fill5	37	32	75	30	74	35	57	3	1	7470
22	SimB1	38	76	36	56	56	78	34	2	1	10383
22	Fill2	39	65	44	62	42	58	45	3	1	10861
22	Fill3	40	53	56	51	54	46	57	3	1	6225
22	Fill3	41	59	54	56	52	61	38	3	1	6705
22	SimA2	42	34	76	55	55	57	53	2	1	7294
22	SimB1	43	75	34	55	54	77	32	1	2	5486
22	SimA1	44	34	76	55	55	33	77	2	2	4927
22	Fill4	45	44	66	43	62	46	49	2	1	7777
22	Fill2	46	65	44	63	43	56	45	3	1	13233
22	Fill5	47	36	73	33	73	26	75	3	1	6975
22	SimA1	48	36	73	55	54	34	75	1	3	14208
22	Fill2	49	65	46	64	44	56	47	3	1	12258
22	SimA1	50	36	74	55	55	35	75	2	1	7057
22	Fill5	51	35	76	34	74	25	78	3	1	9283
22	Fill5	52	34	75	32	73	37	59	2	1	6094
22	SimA2	53	34	75	55	54	57	52	3	1	5263
22	Fill4	54	45	65	43	64	37	67	3	1	12304
22	SimB2	55	76	34	55	55	54	56	1	1	4383
22	Fill1	56	77	37	76	33	78	21	3	1	8462
22	Fill1	57	74	35	72	33	75	20	2	1	5265
22	Fill2	58	63	46	62	42	55	47	3	1	6878
22	SimB1	59	75	36	55	56	76	35	1	1	8674
22	SimA1	60	34	75	55	54	32	77	2	1	6448
22	Fill1	61	74	34	73	30	75	18	2	1	14000
