Participant: 5
MachineID: BL-POLS-IELbC18
Start Time: Thu, Sep 29, 2011 11:03:05
Seed: 58254
Sub	TrType	Trial	A1	A2	B1	B2	Decoy1	Decoy2	resp	choice	RT
5	Fill1	1	77	37	76	33	78	21	1	1	37477
5	Fill1	2	77	36	75	35	68	37	1	1	42740
5	SimA2	3	33	76	54	55	55	54	3	1	21875
5	Fill4	4	44	65	42	62	34	67	1	3	58386
5	Fill5	5	33	76	30	76	36	60	3	1	18660
5	SimA2	6	35	75	55	55	56	54	3	1	19375
5	SimA1	7	35	76	55	56	34	77	3	2	29107
5	Fill3	8	55	55	52	54	47	57	3	1	16165
5	SimB2	9	74	35	55	54	54	55	1	3	34930
5	SimA2	10	34	76	55	55	57	53	1	2	8723
5	Fill4	11	44	65	41	65	45	49	1	1	16098
5	SimB1	12	76	34	55	55	77	33	2	2	13426
5	SimB1	13	75	35	55	55	76	34	3	2	11892
5	SimA2	14	33	75	54	54	56	52	2	2	10740
5	Fill4	15	46	66	44	64	35	69	1	1	15284
5	Fill5	16	35	74	34	72	26	76	3	1	7907
5	Fill1	17	72	37	69	35	73	21	3	1	27124
5	Fill2	18	65	47	63	45	68	31	1	1	6818
5	Fill5	19	36	75	33	73	26	77	2	1	18035
5	SimA2	20	36	73	55	54	56	53	3	2	5394
5	SimB1	21	74	35	55	54	75	34	2	2	16883
5	SimA1	22	36	73	55	54	34	75	1	2	5364
5	Fill4	23	42	67	40	65	34	68	3	1	27907
5	SimB1	24	77	35	56	56	78	34	2	2	11091
5	SimB2	25	76	34	56	54	54	56	3	2	7888
5	SimB2	26	77	35	56	56	54	58	3	2	19437
5	SimB1	27	73	35	53	55	75	33	1	2	12288
5	Fill4	28	43	66	41	65	34	67	2	1	22337
5	SimA1	29	36	75	55	56	34	77	3	2	16191
5	Fill2	30	63	44	62	42	64	31	1	1	12111
5	Fill4	31	48	66	47	62	51	49	2	1	15552
5	Fill1	32	75	36	72	36	64	39	2	1	14446
5	SimA1	33	34	76	55	55	32	78	1	2	7250
5	SimB2	34	76	34	55	55	54	56	3	2	18224
5	Fill2	35	68	44	65	42	70	30	3	1	11616
5	SimB1	36	74	35	54	55	75	34	3	2	4960
5	SimA1	37	36	74	55	55	35	75	1	2	12189
5	Fill4	38	45	67	43	64	46	54	1	1	19200
5	SimA2	39	35	75	55	55	56	54	2	3	10606
5	SimB1	40	76	34	56	54	78	32	2	2	14224
5	SimA1	41	37	73	56	54	35	75	1	2	8691
5	Fill2	42	64	45	63	41	67	27	2	1	20769
5	SimA1	43	36	73	55	54	34	75	2	2	38352
5	SimB1	44	76	34	55	55	77	33	1	2	3759
5	SimA1	45	35	77	56	56	34	78	1	2	4050
5	SimB2	46	76	34	55	55	53	57	3	2	2640
5	Fill5	47	37	75	34	75	39	60	3	3	12223
5	Fill1	48	76	34	74	31	67	36	1	1	11249
5	Fill2	49	69	44	68	42	70	31	2	1	8911
5	SimB2	50	76	35	55	56	53	58	3	3	10256
5	SimB1	51	76	35	55	56	78	33	1	2	8114
5	Fill5	52	36	75	34	72	39	58	2	3	11903
5	Fill2	53	65	45	64	43	68	28	3	1	16991
5	Fill4	54	46	65	45	63	37	67	3	1	9985
5	Fill3	55	54	57	52	56	46	58	3	1	10207
5	Fill3	56	56	55	54	53	48	57	3	1	20703
5	SimA1	57	34	77	55	56	32	79	3	2	8768
5	SimB1	58	74	36	54	56	76	34	2	2	10063
5	SimB2	59	73	36	54	55	53	56	1	2	9666
5	SimB1	60	76	36	56	56	78	34	3	2	5407
5	SimB2	61	74	36	54	56	52	58	1	3	6320
5	Fill1	62	76	35	74	32	69	36	3	3	29991
5	Fill3	63	54	54	51	54	55	41	3	1	8530
5	Fill4	64	45	63	43	61	37	65	3	1	20623
5	Fill5	65	36	73	33	73	26	75	3	1	11151
5	SimA1	66	35	75	55	55	33	77	3	3	12720
5	Fill4	67	47	65	45	64	50	50	3	1	13262
5	Fill4	68	46	63	43	61	38	64	1	1	25074
5	Fill2	69	65	44	62	42	58	45	3	1	24194
5	SimB2	70	77	35	56	56	54	58	1	2	17600
5	SimA1	71	33	75	54	54	32	76	1	2	12193
5	SimB1	72	76	34	55	55	78	32	2	2	17166
5	SimB2	73	75	33	54	54	53	55	2	1	9725
5	SimB1	74	75	34	55	54	77	32	2	2	15151
5	Fill4	75	43	68	40	67	36	69	2	1	14191
5	Fill3	76	55	54	54	50	46	57	3	3	17520
5	Fill3	77	55	56	53	53	46	57	1	3	24367
5	Fill3	78	55	53	54	49	45	56	2	3	18510
5	SimB1	79	77	35	56	56	79	33	2	2	7583
5	SimA2	80	34	77	55	56	56	55	1	2	21631
5	SimB2	81	76	34	55	55	54	56	1	3	10701
5	Fill3	82	53	56	52	52	55	39	1	1	19265
5	Fill5	83	37	75	35	72	28	76	3	1	15328
5	Fill1	84	74	35	71	35	65	36	2	1	10289
5	Fill1	85	73	37	70	35	76	21	1	1	11057
5	Fill3	86	56	56	55	52	47	58	3	3	13713
5	SimB2	87	76	35	55	56	54	57	1	3	13204
5	SimB2	88	76	36	56	56	54	58	3	3	17326
5	Fill3	89	54	55	53	52	45	58	1	1	16783
5	SimA1	90	34	76	55	55	33	77	3	2	12385
5	Fill3	91	53	56	51	53	56	39	2	1	9693
5	Fill5	92	36	73	35	71	28	74	2	1	18673
5	Fill5	93	35	75	32	73	38	59	2	1	7633
5	SimA2	94	35	75	55	55	56	54	1	3	7390
5	SimB1	95	74	35	55	54	75	34	2	2	8304
5	SimA1	96	34	75	54	55	32	77	2	2	9727
5	SimB2	97	73	37	54	56	52	58	1	3	12786
5	Fill4	98	44	63	43	59	47	46	1	1	13537
5	SimB2	99	74	35	55	54	53	56	3	3	10160
5	SimA1	100	35	75	55	55	33	77	3	2	6045
5	Fill3	101	58	55	55	54	48	57	3	1	9021
5	Fill4	102	45	65	43	64	37	67	3	1	17264
5	SimA2	103	35	75	55	55	56	54	2	3	4304
5	SimB1	104	76	34	55	55	78	32	1	2	8685
5	SimA2	105	35	75	54	56	55	55	2	3	7407
