Participant: 13
MachineID: BL-POLS-IELbC11
Start Time: Wed, Feb 29, 2012 12:28:16
Seed: 65055
Sub	TrType	Trial	A1	A2	B1	B2	Decoy1	Decoy2	resp	choice	RT
13	Com1	1	74	38	54	58	43	69	2	2	26279
13	Fill1	2	75	37	74	35	78	20	1	1	6851
13	Com2	3	53	58	42	69	33	78	3	2	24981
13	Fill1	4	74	35	73	33	66	36	3	1	8641
13	Com2	5	53	56	42	67	34	75	3	2	4468
13	Fill5	6	34	77	32	75	25	78	2	1	8340
13	Com2	7	54	57	44	67	35	76	2	2	9026
13	Com1	8	74	36	53	57	44	66	3	2	4210
13	Com1	9	73	36	52	57	41	68	3	2	7379
13	Fill3	10	55	54	54	52	47	55	1	1	6802
13	Com1	11	73	37	53	57	42	68	3	3	5844
13	Com1	12	71	39	52	58	41	69	2	1	6273
13	Com2	13	53	57	43	67	33	77	3	1	2659
13	Fill2	14	67	45	64	45	70	27	2	1	7296
13	Fill4	15	42	65	41	62	44	51	2	1	6212
13	Com1	16	74	36	53	57	43	67	3	3	4452
13	Com2	17	53	57	42	68	33	77	3	3	10337
13	Com1	18	73	36	53	56	44	65	1	1	3012
13	Fill3	19	58	54	55	54	48	57	2	1	2772
13	Com2	20	53	58	43	68	34	77	3	2	6112
13	Fill5	21	37	75	36	72	28	77	3	3	2708
13	Fill2	22	63	44	61	41	65	29	1	1	5731
13	Fill5	23	33	74	30	72	35	60	2	1	2370
13	Fill3	24	57	54	55	52	50	55	3	1	2788
13	Fill1	25	78	34	77	30	68	37	2	1	2639
13	Fill2	26	63	48	60	46	66	31	1	1	5472
13	Fill4	27	48	64	45	62	40	66	1	1	4515
13	Com2	28	54	56	45	65	34	76	3	2	5629
13	Fill4	29	46	65	45	61	36	67	3	3	3937
13	Fill2	30	66	43	65	41	56	46	1	1	3538
13	Fill5	31	36	73	34	71	25	76	2	1	4544
13	Fill4	32	44	63	41	63	46	46	3	1	4012
13	Com1	33	73	36	53	56	42	67	2	1	2658
13	Fill2	34	65	46	62	45	56	48	2	1	1873
13	Fill5	35	37	74	36	71	26	77	1	3	1969
13	Com1	36	73	38	53	58	43	68	1	1	2560
13	Fill3	37	54	53	52	50	56	37	2	1	2318
13	Fill5	38	33	74	30	73	35	59	2	1	1648
13	Com1	39	73	35	52	56	43	65	3	1	1327
13	Fill3	40	55	56	53	53	45	59	3	3	13222
13	Com2	41	52	56	41	67	33	75	1	2	11103
13	Com2	42	53	56	44	65	33	76	1	2	13822
13	Com1	43	74	37	54	57	44	67	2	1	2447
13	Fill2	44	66	45	63	43	57	46	2	3	5984
13	Fill2	45	69	43	67	40	59	46	2	3	6483
13	Fill1	46	73	38	70	36	76	23	1	1	3982
13	Fill5	47	37	75	34	75	40	57	2	1	4206
13	Com2	48	53	56	44	65	32	77	1	3	10398
13	Com1	49	74	35	53	56	43	66	3	3	10274
13	Com1	50	74	35	53	56	44	65	3	2	5519
13	Fill4	51	47	65	44	65	49	50	1	1	4609
13	Fill1	52	74	37	73	33	65	38	2	1	4510
13	Com1	53	74	37	53	58	42	69	2	3	4208
13	Com2	54	53	58	44	67	32	79	2	2	5696
13	Fill1	55	71	36	68	36	73	21	2	1	3311
13	Com2	56	52	56	43	65	31	77	1	2	5055
13	Fill4	57	46	65	44	63	38	66	1	1	7952
13	Com1	58	74	37	53	58	43	68	1	2	8000
13	Com2	59	54	56	44	66	35	75	2	2	2337
13	Com1	60	73	39	54	58	45	67	2	1	2095
13	Fill5	61	34	77	31	76	37	59	1	1	1776
13	Com2	62	54	58	43	69	35	77	2	3	1102
13	Fill1	63	75	32	73	29	76	17	3	1	4793
13	Com1	64	73	35	52	56	41	67	1	3	3854
13	Com1	65	74	36	54	56	44	66	1	3	6799
13	Fill3	66	56	56	54	55	59	39	3	1	3486
13	Com2	67	53	58	43	68	32	79	2	2	4479
13	Fill1	68	78	33	76	31	67	36	1	1	2177
13	Fill3	69	54	57	52	54	55	44	2	1	3757
13	Fill2	70	62	45	61	42	65	27	2	1	2272
13	Com2	71	52	57	41	68	32	77	2	1	3232
13	Com2	72	52	58	41	69	31	79	3	2	8271
13	Com2	73	53	56	43	66	33	76	2	3	5228
13	Fill4	74	45	64	43	61	37	66	1	1	5232
13	Com1	75	74	36	54	56	45	65	3	3	2208
13	Fill3	76	52	55	49	53	54	40	3	2	7390
13	Com2	77	54	58	45	67	33	79	2	2	6160
13	Com1	78	72	39	53	58	44	67	3	1	2818
13	Com2	79	53	57	44	66	34	76	3	2	5247
13	Fill4	80	45	66	44	64	48	49	3	3	17152
13	Fill5	1	36	72	35	69	29	73	1	2	8119
13	Fill3	2	57	55	54	55	58	41	2	2	5325
13	AttR1	3	26	44	47	23	20	44	1	1	8977
13	Fill5	4	36	76	33	76	37	63	2	3	5858
13	AttR2	5	22	46	44	24	44	16	2	2	6896
13	AttR1	6	24	44	47	21	17	44	3	1	17712
13	AttR2	7	26	44	47	23	47	17	3	1	6579
13	AttR1	8	25	45	47	23	18	45	2	2	8783
13	Fill3	9	57	55	55	53	59	39	2	1	7567
13	AttR2	10	26	46	48	24	48	17	1	1	5553
13	AttR1	11	26	46	48	24	19	46	2	1	7455
13	Fill2	12	68	44	65	44	69	30	2	2	7518
13	AttR2	13	26	46	48	24	48	18	2	1	7024
13	Fill5	14	38	74	37	72	40	59	2	3	4562
13	Fill1	15	76	32	75	28	66	34	2	3	5807
13	AttR2	16	25	45	46	24	46	18	2	1	4273
13	Fill1	17	78	34	76	33	80	19	3	2	6541
13	AttR1	18	25	45	44	26	18	45	3	2	4144
13	AttR1	19	22	48	45	25	15	48	2	2	7007
13	Fill2	20	66	42	65	38	55	45	1	3	4750
13	Fill1	21	75	33	73	31	77	16	1	1	9408
13	AttR2	22	25	45	44	26	44	20	2	1	13263
13	AttR2	23	23	46	44	25	44	18	1	2	12384
13	AttR2	24	22	48	45	25	45	19	3	2	12273
13	AttR2	25	19	49	48	20	48	14	3	2	16993
13	AttR2	26	23	46	45	24	45	17	1	2	9683
13	AttR2	27	23	48	45	26	45	19	2	2	9661
13	AttR1	28	24	47	46	25	16	47	1	2	5441
13	Fill4	29	46	64	43	62	37	66	2	1	27568
13	Fill4	30	46	62	43	61	35	65	3	1	10496
13	Fill5	31	34	74	33	70	36	58	2	3	11008
13	Fill5	32	35	76	33	74	38	58	3	3	7151
13	Fill4	33	47	65	45	62	48	49	1	3	5117
13	Fill3	34	55	56	52	56	56	43	2	1	3282
13	AttR2	35	24	44	47	21	47	13	3	1	6544
13	Fill4	36	45	63	43	60	35	65	3	2	7936
13	Fill3	37	55	53	52	53	56	38	2	2	4273
13	Fill2	38	63	45	61	42	52	48	2	3	8864
13	Fill4	39	47	65	46	62	48	50	2	3	3534
13	Fill1	40	76	36	74	34	79	19	3	1	5087
13	AttR2	41	24	47	46	25	46	17	3	2	8623
13	Fill1	42	76	36	73	35	66	39	1	3	18287
13	AttR1	43	23	46	45	24	17	46	2	2	11184
13	Fill5	44	34	74	33	70	24	77	1	2	22847
13	Fill3	45	57	55	55	54	50	56	3	1	5955
13	Fill4	46	46	66	43	65	36	69	1	1	11806
13	Fill2	47	67	45	64	43	59	46	1	1	5667
13	AttR1	48	26	45	46	25	19	45	1	1	10015
13	AttR1	49	26	46	48	24	19	46	3	1	6398
13	AttR2	50	26	45	46	25	46	19	3	1	8499
13	AttR1	51	22	46	44	24	14	46	2	2	3311
13	Fill2	52	66	42	63	41	69	27	2	1	5954
13	AttR1	53	25	45	46	24	19	45	2	2	19824
13	Fill2	54	66	46	65	44	68	29	1	1	9679
13	AttR2	55	20	46	43	23	43	16	2	2	3807
13	AttR2	56	25	44	45	24	45	16	2	1	5423
13	AttR1	57	25	45	48	22	19	45	3	1	7073
13	AttR1	58	19	49	48	20	12	49	2	2	7327
13	AttR1	59	20	46	43	23	14	46	2	2	4832
13	Fill3	60	56	54	54	52	46	56	2	1	4079
13	Fill2	61	65	46	62	45	68	29	2	2	32672
13	Fill1	62	74	37	71	36	76	21	1	1	10336
13	Fill3	63	54	54	51	53	43	57	1	1	2798
13	Fill4	64	45	66	43	64	48	49	3	3	4433
13	AttR2	65	22	48	45	25	45	19	3	2	3805
13	AttR1	66	23	48	45	26	16	48	1	2	3471
13	Fill1	67	75	33	74	30	67	34	2	3	19663
13	Fill3	68	55	53	52	52	47	54	3	2	3200
13	Fill4	69	46	62	43	62	48	45	1	3	4577
13	AttR2	70	25	46	44	27	44	21	2	2	5520
13	Fill5	71	37	73	36	70	28	76	1	2	5760
13	AttR1	72	25	46	44	27	19	46	3	2	5550
13	AttR2	73	25	45	47	23	47	16	2	1	9696
13	AttR2	74	25	45	48	22	48	14	1	1	5024
